,intitule,dateCreation,typeContrat,nombrePostes,lieuTravail.libelle,lieuTravail.latitude,lieuTravail.longitude,lieuTravail.codePostal,lieuTravail.commune,entreprise.nom,competences
2467,Product Marketer F/H,2025-09-19 14:43:09+00:00,CDI,1,  SAINTHERBLAIN,47.244068,-1.605885,44800.0,44162.0,HOROQUARTZ,
2468,Technicien(ne) ordonnancement-lancement product industrielle,2025-10-07 11:27:52.148000+00:00,CDI,1,  MONCHY LE PREUX,50.270932,2.894263,62118.0,62582.0,SOFRIGAM,"[{""code"": ""300174"", ""libelle"": ""Elaborer et planifier un programme de production, d'exploitation"", ""exigence"": ""S""}, {""code"": ""116932"", ""libelle"": ""Assurer le suivi des stocks en temps réel"", ""exigence"": ""S""}, {""code"": ""300280"", ""libelle"": ""Organiser le traitement des commandes"", ""exigence"": ""S""}, {""code"": ""123492"", ""libelle"": ""Lancer des documents de production"", ""exigence"": ""S""}, {""code"": ""118772"", ""libelle"": ""Etablir des rapports de progression des travaux"", ""exigence"": ""S""}, {""libelle"": ""Des outils bureautiques et informatiques (Pack Off"", ""exigence"": ""E""}, {""libelle"": ""Les procédés de production et des produits"", ""exigence"": ""E""}]"
2470,Product Controller (Opérations de marché) (H/F),2025-09-23 04:33:19+00:00,MIS,1,  GUYANCOURT,48.773079,2.076052,78280.0,78297.0,FED GROUP,
2471,Data analyst (H/F),2025-10-10 20:06:19.436000+00:00,MIS,1,  CLON,49.31386,1.032599,76410.0,76178.0,MANPOWER,
2472,Lead Data Analyst H/F (H/F),2025-10-10 17:44:43.204000+00:00,CDI,1,  LYON ,45.760123,4.849235,69003.0,69383.0,A + A,"[{""code"": ""113255"", ""libelle"": ""Business Intelligence (BI) - Informatique décisionnelle"", ""exigence"": ""E""}, {""code"": ""300067"", ""libelle"": ""Analyser, exploiter, structurer des données"", ""exigence"": ""E""}, {""code"": ""300019"", ""libelle"": ""Accompagner l'appropriation d'un outil par ses utilisateurs"", ""exigence"": ""E""}, {""code"": ""400707"", ""libelle"": ""Animer une démarche agile et innovante"", ""exigence"": ""E""}, {""code"": ""404328"", ""libelle"": ""Assurer la maintenance préventive et les améliorations des infrastructures numériques"", ""exigence"": ""E""}, {""code"": ""403927"", ""libelle"": ""Collaborer dans un groupe pour réaliser un projet"", ""exigence"": ""E""}, {""code"": ""300077"", ""libelle"": ""Créer, élaborer et identifier des concepts innovants"", ""exigence"": ""E""}, {""code"": ""404167"", ""libelle"": ""Gérer et maitriser des bases de données (SQL/NoSQL)"", ""exigence"": ""E""}, {""code"": ""300496"", ""libelle"": ""Identifier ses axes de progrès"", ""exigence"": ""E""}, {""code"": ""120323"", ""libelle"": ""Modéliser une base de données"", ""exigence"": ""E""}, {""code"": ""400568"", ""libelle"": ""Paramétrer un logiciel métier et l'interfacer à d'autres applicatifs"", ""exigence"": ""E""}, {""code"": ""400145"", ""libelle"": ""Proposer des pistes d'amélioration des solutions"", ""exigence"": ""E""}]"
2473,Data analyst (F/H),2025-10-10 16:42:30.086000+00:00,MIS,1,  TARNOS,43.540433,-1.460419,40220.0,40312.0,RANDSTAD,
2474,Data analyst (H/F),2025-10-10 16:18:02.111000+00:00,MIS,1,  PINAL,48.147148,6.454651,88000.0,88160.0,ACTUAL GOLBEY 2029,
2475,AQUITEC / Data analyst(H/F),2025-10-09 16:29:25.035000+00:00,LIB,1,  BORDEAUX,44.873213,-0.546046,33000.0,33063.0,STAND CELAD,"[{""code"": ""109527"", ""libelle"": ""Adapter les outils de traitement statistique de données"", ""exigence"": ""S""}, {""code"": ""109529"", ""libelle"": ""Communiquer les résultats des études aux parties prenantes"", ""exigence"": ""S""}]"
2476,Ingénieur méthodes / data analyst (h/f),2025-10-07 14:48:56.088000+00:00,MIS,1,  MARSEILLE E ARRONDISSEMENT,43.267708,5.416037,13009.0,13209.0,ADECCO BD1,
2477,Data analyst (H/F),2025-10-07 14:26:38.631000+00:00,CDI,1,  MRIGNAC,44.844455,-0.680291,33700.0,33281.0,GROUPAMA GAN VIE,"[{""code"": ""109527"", ""libelle"": ""Adapter les outils de traitement statistique de données"", ""exigence"": ""S""}, {""code"": ""109529"", ""libelle"": ""Communiquer les résultats des études aux parties prenantes"", ""exigence"": ""S""}, {""libelle"": ""Maîtrise SAS"", ""exigence"": ""E""}, {""libelle"": ""Maîtrise Qlik Sense"", ""exigence"": ""E""}]"
2478,Consultant(e) Data Analyst Big Data - PARIS 09 (H/F),2025-10-06 17:44:45.225000+00:00,CDI,1,  PARIS ,48.872479,2.341194,75009.0,75109.0,LENDYS,"[{""code"": ""109527"", ""libelle"": ""Adapter les outils de traitement statistique de données"", ""exigence"": ""E""}, {""code"": ""109529"", ""libelle"": ""Communiquer les résultats des études aux parties prenantes"", ""exigence"": ""E""}, {""code"": ""300067"", ""libelle"": ""Analyser, exploiter, structurer des données"", ""exigence"": ""E""}, {""code"": ""121983"", ""libelle"": ""Assister une structure dans l'interprétation et l'analyse d'une étude"", ""exigence"": ""E""}, {""code"": ""501127"", ""libelle"": ""Collaborer avec des équipes pour intégrer des analyses"", ""exigence"": ""E""}, {""libelle"": ""Aisance avec les outils de data visualisation"", ""exigence"": ""S""}, {""libelle"": ""Connaissance des environnements Big Data"", ""exigence"": ""S""}]"
2479,Data Analyst (h/f),2025-10-06 13:39:03.671000+00:00,MIS,1,  MARIGNANE,43.407483,5.255358,13700.0,13054.0,ADECCO FRANCE,
2480,DATA ANALYST (H/F),2025-10-03 17:34:44.779000+00:00,MIS,1,  LA GARDE,43.124009,6.010214,83130.0,83062.0,PROMAN EXPERTISE,"[{""code"": ""109527"", ""libelle"": ""Adapter les outils de traitement statistique de données"", ""exigence"": ""S""}, {""code"": ""109529"", ""libelle"": ""Communiquer les résultats des études aux parties prenantes"", ""exigence"": ""S""}]"
2481,Data analyst,2025-10-01 10:12:23.762000+00:00,CDI,1,  AGEN,44.203088,0.616423,47000.0,47001.0,PRIMEVER SERVICES,"[{""code"": ""109527"", ""libelle"": ""Adapter les outils de traitement statistique de données"", ""exigence"": ""S""}, {""code"": ""109529"", ""libelle"": ""Communiquer les résultats des études aux parties prenantes"", ""exigence"": ""S""}]"
2482,Data analyst (H/F),2025-09-30 13:23:53.680000+00:00,CDI,1,  PARIS ,48.877495,2.317589,75008.0,75108.0,DK SPORT CONSULTING,"[{""code"": ""405029"", ""libelle"": ""Certificat de capacité analyste de la performance"", ""exigence"": ""E""}, {""code"": ""123324"", ""libelle"": ""Collecter des données statistiques"", ""exigence"": ""E""}, {""code"": ""300408"", ""libelle"": ""Rédiger un rapport, un compte rendu d'activité"", ""exigence"": ""E""}, {""code"": ""300426"", ""libelle"": ""Utiliser les outils numériques"", ""exigence"": ""E""}]"
2483,Data analyst (H/F),2025-09-30 10:58:24.287000+00:00,CDI,1,  MEGEVE,45.856906,6.617739,74120.0,74173.0,ALTITUDE CONSEIL,"[{""code"": ""109527"", ""libelle"": ""Adapter les outils de traitement statistique de données"", ""exigence"": ""S""}, {""code"": ""109529"", ""libelle"": ""Communiquer les résultats des études aux parties prenantes"", ""exigence"": ""S""}]"
2484,CDD - Data Analyst H/F/X - GROUPE ROCHER (H/F),2025-09-26 11:27:06.538000+00:00,CDD,1,  ISSY LES MOULINEAUX,48.82453,2.273793,92130.0,92040.0,LABORATOIRES DE BIOLOGIE VEGETALE YVES R,"[{""code"": ""109527"", ""libelle"": ""Adapter les outils de traitement statistique de données"", ""exigence"": ""S""}, {""code"": ""109529"", ""libelle"": ""Communiquer les résultats des études aux parties prenantes"", ""exigence"": ""S""}]"
2485,Data Analyst (H/F),2025-09-26 10:06:54.973000+00:00,CDI,1,  BILLYBERCLAU,50.521374,2.870283,62138.0,62132.0,AUTOMOTIVE CELLS COMPANY SE,
2486,DATA ANALYST (H/F),2025-09-24 14:14:25.517000+00:00,MIS,1,  CHUSCLAN,44.148294,4.683317,30200.0,30081.0,MANPOWER,"[{""libelle"": ""RESSOURCES HUMAINES"", ""exigence"": ""E""}]"
2487,DATA ANALYST JUNIOR (H/F),2025-09-23 17:28:36.098000+00:00,CDI,1,  LES PAVILLONS SOUS BOIS,48.902579,2.507219,93320.0,93057.0,LE VIGILANT SECURITE PRIVEE,"[{""code"": ""100113"", ""libelle"": ""Logiciels de gestion de base de données"", ""exigence"": ""E""}, {""code"": ""101312"", ""libelle"": ""Utilisation de logiciels statistiques"", ""exigence"": ""E""}, {""code"": ""109527"", ""libelle"": ""Adapter les outils de traitement statistique de données"", ""exigence"": ""E""}, {""code"": ""109529"", ""libelle"": ""Communiquer les résultats des études aux parties prenantes"", ""exigence"": ""E""}, {""code"": ""300067"", ""libelle"": ""Analyser, exploiter, structurer des données"", ""exigence"": ""E""}, {""code"": ""300200"", ""libelle"": ""Exploiter des solutions de Data Science ou d'Intelligence Artificielle"", ""exigence"": ""E""}]"
2488,Data Analyst (H/F),2025-09-23 15:06:35.263000+00:00,CDI,1,  VANVES,48.821329,2.289403,92170.0,92075.0,GROUPE AUDIENS,"[{""code"": ""109527"", ""libelle"": ""Adapter les outils de traitement statistique de données"", ""exigence"": ""S""}, {""code"": ""109529"", ""libelle"": ""Communiquer les résultats des études aux parties prenantes"", ""exigence"": ""S""}]"
2489,Data Analyst (H/F),2025-09-22 16:09:19.341000+00:00,CDI,1,  PARIS ,48.872479,2.341194,75009.0,75109.0,,"[{""code"": ""113798"", ""libelle"": ""Programmation en Python"", ""exigence"": ""S""}, {""code"": ""109527"", ""libelle"": ""Adapter les outils de traitement statistique de données"", ""exigence"": ""S""}, {""code"": ""109529"", ""libelle"": ""Communiquer les résultats des études aux parties prenantes"", ""exigence"": ""S""}, {""code"": ""501125"", ""libelle"": ""Concevoir des tableaux de bord pour le suivi des performances"", ""exigence"": ""S""}]"
2490,Contrôleur de gestion/ Data Analyst   (H/F),2025-09-22 13:20:03.049000+00:00,CDI,1,  FONTENAY SOUS BOIS,48.848871,2.474893,94120.0,94033.0,BANQUE PALATINE,"[{""code"": ""116477"", ""libelle"": ""Indicateurs de suivi d'activité"", ""exigence"": ""S""}, {""code"": ""122032"", ""libelle"": ""Calculer les marges, la rentabilité d'un produit ou d'une activité"", ""exigence"": ""S""}, {""libelle"": ""maîtrise excel"", ""exigence"": ""E""}, {""libelle"": ""connaissances du secteur bancaire"", ""exigence"": ""S""}, {""libelle"": ""maîtrise langage de requêtage SQ"", ""exigence"": ""E""}, {""libelle"": ""maîtrise de l'outil dataviz powerbi"", ""exigence"": ""S""}]"
2492,Consultant Data confirmé - Data Analyst H/F,2025-09-09 09:24:40.097000+00:00,CDI,1,  TRELAZE,47.445931,-0.466974,49800.0,49353.0,EFFIDIC,
2493,Data analyst (H/F),2025-09-01 10:08:42.202000+00:00,CDI,1,  VALBONNE,43.622404,7.046216,6560.0,6152.0,DAVIDSON PACA,"[{""code"": ""109529"", ""libelle"": ""Communiquer les résultats des études aux parties prenantes"", ""exigence"": ""S""}]"
2494,Data analyst (H/F),2025-07-25 12:00:25.388000+00:00,CDI,1,  VILLEURBANNE,45.766536,4.879601,69100.0,69266.0,AMILTONE,"[{""code"": ""109529"", ""libelle"": ""Communiquer les résultats des études aux parties prenantes"", ""exigence"": ""S""}, {""code"": ""109527"", ""libelle"": ""Adapter les outils de traitement statistique de données"", ""exigence"": ""S""}]"
2495,Master data (H/F),2025-10-09 10:42:18.703000+00:00,CDI,1,  BESANCON,47.237756,6.023879,25000.0,25056.0,LYNX RH SERVICES,
2496,ANALYSTE DATA          (H/F),2025-10-09 09:01:55.864000+00:00,CDI,1,  NOGENT SUR SEINE,48.492518,3.498124,10400.0,10268.0,POK,
2497,Assistant data management (H/F),2025-10-06 13:36:12.751000+00:00,CDD,1,  MARSEILLE E ARRONDISSEMENT,43.249653,5.38847,13008.0,13208.0,,"[{""code"": ""100113"", ""libelle"": ""Logiciels de gestion de base de données"", ""exigence"": ""E""}, {""code"": ""113798"", ""libelle"": ""Programmation en Python"", ""exigence"": ""E""}, {""code"": ""109527"", ""libelle"": ""Adapter les outils de traitement statistique de données"", ""exigence"": ""E""}, {""code"": ""109529"", ""libelle"": ""Communiquer les résultats des études aux parties prenantes"", ""exigence"": ""E""}, {""code"": ""300067"", ""libelle"": ""Analyser, exploiter, structurer des données"", ""exigence"": ""E""}, {""code"": ""300201"", ""libelle"": ""Intégrer des produits Data dans les processus métiers"", ""exigence"": ""E""}, {""code"": ""487088"", ""libelle"": ""Utiliser des logiciels statistiques pour le traitement de données"", ""exigence"": ""E""}, {""code"": ""404316"", ""libelle"": ""Utiliser l'anglais en contexte professionnel"", ""exigence"": ""E""}, {""libelle"": ""Maitrisez du pack office"", ""exigence"": ""E""}, {""libelle"": ""Bonnes notions d'anglais"", ""exigence"": ""E""}, {""libelle"": ""Utilisation des systèmes : Micros et Simphony"", ""exigence"": ""S""}]"
2498,Data Analyt - Industrie (H/F),2025-10-03 11:47:43.727000+00:00,CDI,1,  BETTON,48.182364,-1.640282,35830.0,35024.0,OET,"[{""code"": ""479840"", ""libelle"": ""Analyse de données client"", ""exigence"": ""S""}, {""code"": ""113255"", ""libelle"": ""Business Intelligence (BI) - Informatique décisionnelle"", ""exigence"": ""S""}, {""code"": ""100113"", ""libelle"": ""Logiciels de gestion de base de données"", ""exigence"": ""S""}, {""code"": ""480869"", ""libelle"": ""Machine Learning"", ""exigence"": ""S""}, {""code"": ""404665"", ""libelle"": ""Master mention mathématiques appliquées, statistique"", ""exigence"": ""S""}, {""code"": ""116314"", ""libelle"": ""MySQL"", ""exigence"": ""S""}, {""code"": ""113798"", ""libelle"": ""Programmation en Python"", ""exigence"": ""S""}, {""code"": ""123284"", ""libelle"": ""Statistiques appliquées"", ""exigence"": ""S""}, {""code"": ""101312"", ""libelle"": ""Utilisation de logiciels statistiques"", ""exigence"": ""S""}, {""code"": ""109527"", ""libelle"": ""Adapter les outils de traitement statistique de données"", ""exigence"": ""S""}, {""code"": ""300067"", ""libelle"": ""Analyser, exploiter, structurer des données"", ""exigence"": ""S""}, {""code"": ""300452"", ""libelle"": ""Collecter et analyser des données, des informations"", ""exigence"": ""S""}, {""code"": ""109529"", ""libelle"": ""Communiquer les résultats des études aux parties prenantes"", ""exigence"": ""S""}, {""code"": ""482516"", ""libelle"": ""Développer des tableaux de bord pour suivre les KPIs"", ""exigence"": ""S""}, {""code"": ""300200"", ""libelle"": ""Exploiter des solutions de Data Science ou d'Intelligence Artificielle"", ""exigence"": ""S""}, {""code"": ""484482"", ""libelle"": ""Gérer les bases de données et assurer leur intégrité"", ""exigence"": ""S""}, {""code"": ""300201"", ""libelle"": ""Intégrer des produits Data dans les processus métiers"", ""exigence"": ""S""}, {""code"": ""501123"", ""libelle"": ""Optimiser des processus d'analyse de données"", ""exigence"": ""S""}, {""code"": ""487088"", ""libelle"": ""Utiliser des logiciels statistiques pour le traitement de données"", ""exigence"": ""S""}]"
2499,Consultant Data (H/F),2025-09-24 14:47:00.816000+00:00,CDI,4,  VILLEURBANNE,45.766536,4.879601,69100.0,69266.0,AMILTONE,"[{""code"": ""109527"", ""libelle"": ""Adapter les outils de traitement statistique de données"", ""exigence"": ""S""}, {""code"": ""109529"", ""libelle"": ""Communiquer les résultats des études aux parties prenantes"", ""exigence"": ""S""}]"
2500,Market Research Analyst (H/F),2025-09-12 10:29:24.453000+00:00,CDI,1,  JACOU,43.661143,3.912053,34830.0,34120.0,MEDINCELL S.A.,"[{""code"": ""501122"", ""libelle"": ""Analyser des données pour identifier des tendances"", ""exigence"": ""S""}, {""code"": ""300067"", ""libelle"": ""Analyser, exploiter, structurer des données"", ""exigence"": ""S""}, {""code"": ""120552"", ""libelle"": ""Analyser les tendances de consommation des clients"", ""exigence"": ""S""}, {""code"": ""300452"", ""libelle"": ""Collecter et analyser des données, des informations"", ""exigence"": ""S""}, {""code"": ""501124"", ""libelle"": ""Interpréter des résultats d'analyses pour des décisions stratégiques"", ""exigence"": ""S""}]"
2501,Chargé d'analyse et de performance commerciale (H/F),2025-09-29 11:11:00.958000+00:00,CDI,1,  LA MOTTE SERVOLEX,45.596789,5.87784,73290.0,73179.0,JEAN LAIN MOBILITES,"[{""code"": ""109527"", ""libelle"": ""Adapter les outils de traitement statistique de données"", ""exigence"": ""S""}, {""code"": ""109529"", ""libelle"": ""Communiquer les résultats des études aux parties prenantes"", ""exigence"": ""E""}, {""code"": ""300067"", ""libelle"": ""Analyser, exploiter, structurer des données"", ""exigence"": ""E""}, {""code"": ""121983"", ""libelle"": ""Assister une structure dans l'interprétation et l'analyse d'une étude"", ""exigence"": ""E""}, {""code"": ""400747"", ""libelle"": ""Etablir des prévisions, des évaluations, des recommandations, des perspectives"", ""exigence"": ""E""}, {""libelle"": ""Excel macros"", ""exigence"": ""E""}, {""libelle"": ""reporting"", ""exigence"": ""E""}]"
2502,Alternance DATA ANALYST - Paris (H/F),2025-10-11 17:44:43+00:00,CDD,1,  PARIS E ARRONDISSEMENT,48.871795,2.357832,75010.0,75110.0,ISCOD,
2503,Data Analyst - Transport & Pricing (H/F),2025-10-11 17:43:15+00:00,CDI,1,  BONSON,45.523315,4.215929,42160.0,42022.0,SKAELIA,
2504,Data analyst - méthodes supply chain (f/h) (H/F),2025-10-11 06:55:47+00:00,MIS,1,  TARNOS,43.5333,-1.46667,40220.0,40312.0,,
2505,Data Analyst (H/F),2025-10-11 06:43:36+00:00,CDI,1,  DIJON,47.331164,5.065707,21000.0,21231.0,FORUMS TALENTS HANDICAP,
2506,Data analyst Data (H/F),2025-10-11 06:42:02+00:00,CDI,1,  PARIS ER ARRONDISSEMENT,,,75001.0,75101.0,FORUMS TALENTS HANDICAP,
2507,DATA ANALYST - TEMPS PLEIN H/F,2025-10-11 04:23:23+00:00,CDI,1,  PARIS,48.857547,2.351376,,75056.0,,
2508,DATA ANALYST - TEMPS PARTIEL H/F,2025-10-11 04:23:09+00:00,CDI,1,  NOGENTSURSEINE,48.490174,3.497895,10400.0,10268.0,,
2509,DATA ANALYST - TEMPS PLEIN H/F,2025-10-11 04:23:08+00:00,CDI,1,  TROYES,48.300451,4.078308,10000.0,10387.0,,
2510,DATA ANALYST  - TEMPS PLEIN H/F,2025-10-11 04:23:04+00:00,CDI,1,  PROVINS,48.558125,3.29526,77160.0,77379.0,,
2511,DATA ANALYST - TEMPS PLEIN H/F,2025-10-11 04:22:57+00:00,CDI,1,  MONTEREAUFAULTYONNE,48.385962,2.955426,77130.0,77305.0,,
2512,DATA ANALYST  - TEMPS PLEIN H/F,2025-10-11 04:22:51+00:00,CDI,1,  ROMILLYSURSEINE,48.517732,3.726275,10100.0,10323.0,,
2513,DATA ANALYST - TEMPS PLEIN H/F,2025-10-11 04:22:42+00:00,CDI,1,  SENS,48.198007,3.282543,89100.0,89387.0,,
2514,DATA ANALYST - TEMPS PLEIN H/F,2025-10-11 04:21:38+00:00,CDI,1,  NOGENTSURSEINE,48.490174,3.497895,10400.0,10268.0,,
2515,Data Analyst H/F,2025-10-11 02:31:20+00:00,CDI,1,  LEVALLOISPERRET,48.892818,2.287751,92300.0,92044.0,JEMS,
2516,Tech Lead Data Analyst H/F,2025-10-11 02:31:18+00:00,CDI,1,  LEVALLOISPERRET,48.892818,2.287751,92300.0,92044.0,JEMS,
2517,Tech Lead Data Analyst H/F,2025-10-11 02:31:18+00:00,CDI,1,  LYON E ARRONDISSEMENT,45.786154,4.796312,69009.0,69389.0,JEMS,
2518,Data analyst (H/F),2025-10-10 21:40:07+00:00,MIS,1,  TARNOS,43.540433,-1.460419,40220.0,40312.0,GOJOB,
2519,Data Analyst - Finance Operations (H/F),2025-10-10 10:36:27+00:00,MIS,1,  VLIZYVILLACOUBLAY,48.797269,2.194266,78140.0,78640.0,FORUMS TALENTS HANDICAP,
2520,DATA ANALYST - TEMPS PLEIN H/F,2025-10-10 09:42:40+00:00,CDI,1,  SZANNE,48.71841,3.729551,51120.0,51535.0,,
2521,DATA ANALYST - TEMPS PLEIN H/F,2025-10-10 09:41:11+00:00,CDI,1,  NANGIS,48.556208,3.013704,77370.0,77327.0,,
2522,"Ingénieur Data Analyst F/H - Système, réseaux, données (H/F)",2025-10-10 09:37:07+00:00,CDI,1,  METZ,49.107174,6.19222,57000.0,57463.0,UEM,
2523,Data Analyst / Data Engineer F/H (H/F),2025-10-10 06:27:05+00:00,CDI,1,  BELLOYENFRANCE,49.089121,2.36779,95270.0,95056.0,,
2524,Data Analyst Marketing (Franprix) F/H (H/F),2025-10-10 05:26:27+00:00,CDI,1,  VITRYSURSEINE,48.798694,2.400093,94400.0,94081.0,,
2525,DATA ANALYST SENIOR LOOKER (H/F),2025-10-09 14:43:19+00:00,LIB,1,  PARIS ER ARRONDISSEMENT,,,75001.0,75101.0,PROPULSE IT,
2526,Data analyst health monitoring f/h (H/F),2025-10-09 12:48:49+00:00,CDI,1,  CHTEAUFORT,48.7333,2.1,78117.0,78143.0,,
2527,Data Analyst Commerce - Transport H/F,2025-10-09 09:50:10+00:00,CDI,1,  COLMAR,48.073754,7.332521,68000.0,68066.0,SUPPLAY,
2528,Data Analyst Modélisation & Projection (H/F),2025-10-09 09:30:42+00:00,CDI,1,  RENNES,48.092855,-1.675729,35000.0,35238.0,HARMONIE MUTUELLE,
2530,Contrôleur de gestion Data Analyst H/F,2025-10-09 05:32:12+00:00,CDI,1,  CLERMONTFERRAND,45.785648,3.115545,63000.0,63113.0,HAYS FRANCE,
2532,Data analyst (H/F),2025-10-09 04:47:30+00:00,CDI,1,  VLIZYVILLACOUBLAY,48.797269,2.194266,78140.0,78640.0,THALES SERVICES NUMÉRIQUES SAS,
2533,Data Analyst / Data Engineer F/H (H/F),2025-10-08 19:46:40+00:00,CDI,1,  MAREILENFRANCE,49.069557,2.427255,95850.0,95365.0,,
2534,DATA ANALYST COMMERCE / TRANSPORT (H/F),2025-10-08 14:43:23+00:00,CDI,1,  COLMAR,48.073754,7.332521,68000.0,68066.0,CABINET DE RECRUTEMENT SUPPLAY STRASBOURG,
2535,Business data analyst FH  - Qualité des données (H/F),2025-10-08 14:41:27+00:00,CDI,1,  GUYANCOURT,48.770857,2.070169,78280.0,78297.0,MALAKOFF HUMANIS,
2537,Data Analyst  (F/H),2025-10-07 14:42:56+00:00,CDI,1,  ISSYLESMOULINEAUX,48.82453,2.273793,92130.0,92040.0,MACIF,
2538,Data Analyst  (F/H),2025-10-07 14:42:55+00:00,CDI,1,  NIORT,46.32557,-0.512375,79000.0,79191.0,MACIF,
2539,Data Transformation Analyst (H/F),2025-10-07 06:42:15+00:00,CDI,1,  PONTOISE,49.049788,2.100189,95000.0,95500.0,FORUMS TALENTS HANDICAP,
2540,Data Analyst  - Orvault (H/F),2025-10-07 06:41:39+00:00,CDI,1,  NANTES,47.256794,-1.575958,44000.0,44109.0,FORUMS TALENTS HANDICAP,
2541,Data Analyst (H/F),2025-10-07 04:48:08+00:00,CDI,1,  STRASBOURG,48.602023,7.782983,67000.0,67482.0,,
2542,Data Analyst F/H (H/F),2025-10-07 04:45:18+00:00,CDI,1,  COURBEVOIE,48.898112,2.238533,92400.0,92026.0,,
2544,Data Analyst (H/F),2025-10-04 14:41:43+00:00,MIS,1,  TOURS,47.404397,0.710983,37000.0,37261.0,AURA TOURS,
2545,Data analyst (H/F),2025-10-04 11:42:18+00:00,MIS,1,  VREUX,49.032997,1.136088,27000.0,27229.0,,
2546,Data analyst (H/F),2025-10-04 11:29:01+00:00,MIS,1,  ARGENTEUIL,48.947763,2.248885,95100.0,95018.0,,
2547,Data Analyst CDD F/H (H/F),2025-10-04 07:55:39+00:00,CDD,1,  ROUEN,49.441345,1.092568,76000.0,76540.0,MATMUT,
2549,STAGE Data Analyst H/F,2025-10-03 11:58:25+00:00,CDD,1,  PUTEAUX,48.883709,2.238342,92800.0,92062.0,AFRICA GLOBAL LOGISTICS,
2550,Data Analyst F/H - Freeland (H/F),2025-10-03 09:48:03+00:00,CDI,1,  COURBEVOIE,48.898112,2.238533,92400.0,92026.0,FREELAND,
